■ 연도별 박스오피스,,,,,,,,,,
- 조회일: 2022-07-27,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,
▶ 검색조건 [ 조회기간: 2022   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,
순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
200,이별의 아침에 약속의 꽃을 장식하자,2018-07-19,"16,268,200",0.0%,"3,012",5,122,일본,일본,(주)미디어캐슬
201,캐롤,2016-02-04,"30,059,600",0.0%,"2,983",15,259,미국,"미국,영국",CGV아트하우스
202,돈 룩 업,2021-12-08,"21,419,900",0.0%,"2,959",66,427,미국,미국,씨제이 씨지브이(CJ CGV)(주)
203,해피 투게더,1998-08-22,"30,789,100",0.0%,"2,889",20,282,홍콩,홍콩,(주)디스테이션
204,파이어스타터,2022-05-19,"14,270,560",0.0%,"2,814",6,27,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
205,스프링 블라썸,2022-05-04,"24,470,000",0.0%,"2,802",36,559,프랑스,프랑스,(주)영화사 진진
206,타오르는 여인의 초상,2020-01-16,"26,146,600",0.0%,"2,795",15,281,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
207,초속5센티미터,2007-06-21,"14,397,500",0.0%,"2,737",5,84,일본,일본,"(주)미디어캐슬,대원디지털엔터테인먼트,(주)팝엔터테인먼트"
208,고스트랜드,2022-06-29,"21,826,800",0.0%,"2,717",48,377,미국,미국,(주)영화사오원
209,나이트 레이더스,2022-03-03,"23,047,600",0.0%,"2,697",72,507,뉴질랜드,뉴질랜드,"(주)하이스트레인저,주식회사 더쿱"
210,"틱, 틱... 붐!",2021-11-12,"27,949,000",0.0%,"2,685",17,166,미국,미국,씨제이 씨지브이(CJ CGV)(주)
211,리프레쉬,2022-02-16,"18,819,100",0.0%,"2,664",44,298,한국,한국,(주)이놀미디어
212,플레이그라운드,2022-05-25,"22,802,100",0.0%,"2,647",43,625,벨기에,벨기에,해피송
213,녹색광선,,"23,290,000",0.0%,"2,630",6,184,프랑스,프랑스,(주)영화사 안다미로
214,엔드게임: 나는 킬러다,2022-01-20,"17,642,360",0.0%,"2,609",41,325,홍콩,홍콩,찬란
215,검찰측의 죄인,,"13,330,500",0.0%,"2,536",5,66,일본,일본,
216,어거스트 버진,2022-03-24,"21,278,600",0.0%,"2,527",49,556,스페인,스페인,M&M 인터내셔널
217,신비한 동물사전,2016-11-16,"26,426,230",0.0%,"2,523",53,531,미국,"미국,영국",워너브러더스 코리아(주)
218,그 남자는 타이타닉을 보고 싶지 않았다,2022-03-10,"22,556,640",0.0%,"2,492",43,564,핀란드,핀란드,주식회사 슈아픽처스
219,역으로 가는 길을 알려줘,2022-02-17,"19,281,300",0.0%,"2,491",25,314,일본,일본,(주)영화사 진진
220,핑크퐁과 아기상어의 월드투어쇼,2022-05-28,"25,221,000",0.0%,"2,433",39,233,한국,한국,CGV ICECON
221,열대왕사,2022-04-21,"15,868,160",0.0%,"2,417",25,232,중국,중국,(주)싸이더스
222,임신한 나무와 도깨비,2022-01-27,"15,292,300",0.0%,"2,400",20,366,한국,한국,(주)시네마달
223,더 렛지,2022-06-15,"20,010,900",0.0%,"2,394",30,354,영국,영국,씨제이 씨지브이(CJ CGV)(주)
224,감동주의보,2022-06-22,"20,461,000",0.0%,"2,385",28,281,한국,한국,(주)스튜디오 보난자
225,존경하고 사랑하는 국민여러분,2022-01-27,"21,547,700",0.0%,"2,379",22,217,한국,한국,"주식회사 블루필름웍스,(주)영화사메이플러스"
226,박쥐,2009-04-30,"27,040,300",0.0%,"2,370",15,122,한국,"한국,미국,호주",CJ ENM
227,부기나이트,2022-04-28,"15,353,370",0.0%,"2,340",23,216,한국,한국,(주)라온컴퍼니플러스
228,비긴 어게인,2014-08-13,"15,710,000",0.0%,"2,321",2,29,미국,미국,판씨네마(주)
229,비틀즈 겟 백: 루프탑 콘서트,2022-02-11,"34,971,400",0.0%,"2,311",15,45,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
230,해변의 폴린,,"20,319,500",0.0%,"2,258",8,157,프랑스,프랑스,(주)영화사 안다미로
231,미스터 앤 미세스 아델만,2022-01-20,"19,075,560",0.0%,"2,175",44,468,프랑스,프랑스,(주)라이크콘텐츠
232,셧 인,2022-05-26,"13,762,370",0.0%,"2,160",19,119,미국,미국,즐감
232,서바이벌리스트,2022-02-24,"13,208,600",0.0%,"2,160",15,176,미국,미국,(주)라이크콘텐츠
234,바이올렛 에버가든 오케스트라 콘서트 2021,2022-01-13,"20,920,530",0.0%,"2,148",22,263,일본,일본,(주)라이크콘텐츠
235,너의 이름은.,2017-01-04,"16,099,300",0.0%,"2,133",5,225,일본,일본,메가박스중앙(주)플러스엠
236,아비정전,1990-12-22,"22,550,900",0.0%,"2,119",20,255,홍콩,홍콩,(주)디스테이션
237,아가씨(확장판),,"23,890,000",0.0%,"2,113",12,129,한국,한국,
238,어바웃 타임,2013-12-05,"12,684,000",0.0%,"2,057",2,16,영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
239,나의 집은 어디인가,2022-04-07,"20,105,040",0.0%,"2,037",34,431,기타,기타,주식회사 왓챠
240,그리스도 디 오리진,2022-04-14,"18,872,800",0.0%,"2,035",71,435,기타,기타,(주)까멜리아이엔티
241,시네마 천국,1990-07-07,"12,265,000",0.0%,"2,030",2,11,프랑스,"프랑스,이탈리아","주식회사 왓챠,(주)팝엔터테인먼트"
242,하빗,2022-04-14,"10,122,000",0.0%,"2,012",50,103,미국,미국,(주)케이티알파
243,역할들,2022-03-31,"12,200,000",0.0%,"2,011",7,157,한국,한국,쉼표
244,청킹맨션,2022-04-21,"10,078,000",0.0%,"2,010",50,105,홍콩,홍콩,(주)케이티알파
245,할머니 로드,,"10,095,000",0.0%,"1,989",5,68,일본,일본,(주)미디어캐슬
246,스크림,2022-02-17,"18,685,600",0.0%,"1,944",29,286,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
247,옆자리 괴물군,,"10,014,000",0.0%,"1,941",5,59,일본,일본,
247,가슴이 떨리는 건 너 때문,2022-02-09,"18,566,370",0.0%,"1,941",53,427,일본,일본,(주)블루라벨픽쳐스
249,전장의 피아니스트,2022-01-06,"16,570,400",0.0%,"1,907",29,319,기타,기타,찬란
250,메모리,2022-07-14,"15,191,100",0.0%,"1,797",46,316,미국,미국,(주)제이앤씨미디어그룹
251,파리의 피아니스트: 후지코 헤밍의 시간들,2022-04-27,"14,431,000",0.0%,"1,732",17,319,일본,일본,(주)엣나인필름
252,레드 로켓,2022-03-12,"17,342,100",0.0%,"1,713",15,211,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
253,봉명주공,2022-05-19,"15,192,600",0.0%,"1,684",24,335,한국,한국,(주)시네마달
254,히든,2022-05-25,"12,574,990",0.0%,"1,671",51,284,한국,한국,(주)박수엔터테인먼트
255,동경 이야기,2014-08-16,"17,274,100",0.0%,"1,636",15,181,일본,일본,"(주)엣나인필름,오드"
256,날씨의 아이,2019-10-30,"12,340,400",0.0%,"1,617",5,172,일본,일본,"메가박스중앙(주)플러스엠,(주)미디어캐슬,워터홀컴퍼니(주)"
257,아멜리에,2001-10-19,"16,009,570",0.0%,"1,610",23,253,프랑스,프랑스,"(주)영화사 안다미로,(주)블룸즈베리리소시스리미티드,콜럼비아"
258,하로동선,2022-03-30,"12,744,400",0.0%,"1,583",23,217,한국,한국,주식회사 블루필름웍스
259,보드랍게,2022-02-23,"13,057,300",0.0%,"1,554",20,331,한국,한국,(주)인디플러그
260,동사서독 리덕스,2013-12-05,"16,246,200",0.0%,"1,541",18,230,홍콩,"홍콩,대만","(주)디스테이션,(주)엔케이컨텐츠,(주)앤드플러스미디어웍스"
261,한예종 섹션24,,"12,008,000",0.0%,"1,501",2,15,,,
262,올리 마키의 가장 행복한 날,2022-06-02,"13,202,800",0.0%,"1,497",30,393,기타,기타,"(주)디오시네마,GATE6"
263,축복의 집,2022-02-24,"9,974,750",0.0%,"1,491",17,262,한국,한국,필름다빈
264,언어의 정원,2013-08-14,"9,305,000",0.0%,"1,437",5,89,일본,일본,"(주)미디어캐슬,(주)팝엔터테인먼트"
265,비올레타,2022-01-13,"12,225,600",0.0%,"1,424",27,350,프랑스,프랑스,알토미디어(주)
266,그대라는기억 연숙씨,2022-06-16,"13,153,500",0.0%,"1,416",21,256,한국,한국,"(주)드림팩트엔터테인먼트,주식회사 블루필름웍스"
267,동백,2021-10-21,"10,000,000",0.0%,"1,414",1,34,한국,한국,시네마 뉴원
267,효자,2022-01-27,"8,953,300",0.0%,"1,414",16,195,한국,한국,(주)드림팩트엔터테인먼트
269,늑대들,2022-04-27,"10,136,160",0.0%,"1,404",29,241,한국,한국,(주)트리필름
270,여름이야기,1998-06-13,"12,793,800",0.0%,"1,394",5,84,프랑스,프랑스,(주)영화사 안다미로
271,괴짜들의 로맨스,2021-11-17,"4,845,000",0.0%,"1,386",2,11,대만,대만,메가박스중앙(주)
272,핸썸,2022-07-13,"11,443,500",0.0%,"1,383",37,182,한국,한국,(주)박수엔터테인먼트
272,"허황옥 3일, 잃어버린 2천 년의 기억",2022-05-12,"11,032,000",0.0%,"1,383",21,139,한국,한국,(주)영화사 그램
274,레이징 파이어,2022-01-20,"12,163,160",0.0%,"1,346",60,403,홍콩,홍콩,"(주)제이앤씨미디어그룹,(주)씨네필운"
275,히비키,,"7,004,500",0.0%,"1,337",5,56,일본,일본,
276,잭 인 더 박스,2022-05-12,"13,168,200",0.0%,"1,330",45,285,영국,영국,(주)스튜디오 보난자
277,마이 뉴욕 다이어리,2021-12-09,"7,030,200",0.0%,"1,308",7,66,캐나다,캐나다,(주)영화사 진진
277,"김광석, 못다 한 이야기",,"10,820,000",0.0%,"1,308",27,321,한국,한국,씨제이 씨지브이(CJ CGV)(주)
279,평평남녀,2022-04-28,"11,446,200",0.0%,"1,297",30,363,한국,한국,영화배급협동조합 씨네소파
280,모가디슈,2021-07-28,"6,880,300",0.0%,"1,270",15,123,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
281,고스팅 글로리아,2022-04-14,"11,395,200",0.0%,"1,268",20,173,우루과이,우루과이,(주)블루라벨픽쳐스
282,라임크라임,2021-11-25,"6,679,000",0.0%,"1,267",5,47,한국,한국,(주)시네마달
283,늦봄2020,2022-02-10,"9,350,470",0.0%,"1,253",12,145,한국,한국,주식회사 블루필름웍스
284,올드보이,2003-11-21,"13,831,600",0.0%,"1,243",9,96,한국,한국,"쇼이스트(주),(주)씨제이이엔엠"
284,크로스 더 라인,2022-05-12,"12,147,600",0.0%,"1,243",34,237,스페인,스페인,(주)영화사오원
286,사울 레이터: 인 노 그레이트 허리,2021-12-29,"11,118,500",0.0%,"1,237",14,184,헝가리,헝가리,(주)글린트
287,셰터드,2022-02-24,"6,224,000",0.0%,"1,226",50,66,미국,미국,주식회사 풍경소리
288,와일드 리벤지: 마지막 한 놈까지,2022-02-24,"6,062,000",0.0%,"1,208",50,65,미국,미국,주식회사 풍경소리
289,소설의 신,2022-05-17,"6,495,000",0.0%,"1,206",5,50,일본,일본,(주)미디어캐슬
290,리틀 뱀파이어,2021-12-29,"10,349,520",0.0%,"1,195",90,300,프랑스,프랑스,(주)디스테이션
291,불한당: 나쁜 놈들의 세상,2017-05-17,"11,047,600",0.0%,"1,193",2,38,한국,한국,(주)씨제이이엔엠
292,베네데타,2021-12-01,"6,073,000",0.0%,"1,177",2,16,프랑스,프랑스,(주)팝엔터테인먼트
293,러빙 빈센트,2017-11-09,"11,965,200",0.0%,"1,156",1,27,영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)"
294,데드락: 라스트 리벤지,2022-01-28,"8,050,000",0.0%,"1,150",50,115,미국,미국,(주)누리픽쳐스
294,아메리칸 저스티스,2022-04-07,"8,050,000",0.0%,"1,150",50,115,미국,미국,(주)누리픽쳐스
296,호수의 이방인,,"12,324,600",0.0%,"1,104",14,126,프랑스,프랑스,(주)영화사 진진
297,스파이 캣,2021-12-09,"5,510,000",0.0%,"1,099",2,13,독일,독일,"(주)라이크콘텐츠,주식회사 블루필름웍스"
298,디어헌터(감독판),2022-06-23,"10,592,360",0.0%,"1,090",5,102,미국,미국,주식회사 블루필름웍스
299,열정,,"11,068,200",0.0%,"1,079",7,79,일본,일본,(주)트리플픽쳐스
300,아이언 크로스: 노르망디 상륙작전,2022-07-21,"5,347,000",0.0%,"1,065",50,56,미국,미국,주식회사 풍경소리
301,달빛 그림자,2022-04-27,"8,010,000",0.0%,"1,029",40,231,일본,일본,(주)영화사오원
302,하이 눈,,"1,008,000",0.0%,"1,008",1,32,미국,미국,
303,데드캠핑 더라이브,2022-05-12,"5,000,000",0.0%,"1,000",50,150,한국,한국,"(주)그노스,(주)다날엔터테인먼트"
304,배드 럭 뱅잉,2022-07-28,"10,789,700",0.0%,989,8,34,루마니아,"루마니아,체코,룩셈부르크",알토미디어(주)
305,우스운게 딱! 좋아!,2022-06-23,"8,385,200",0.0%,978,14,200,한국,한국,필름다빈
306,바이킹: 블러드 워,2021-04-05,"4,880,000",0.0%,976,1,10,미국,미국,(주)영화사 안다미로
307,티탄,2021-12-09,"9,475,810",0.0%,959,17,168,프랑스,프랑스,"(주)영화특별시에스엠씨,주식회사 왓챠"
308,봄 이야기,,"8,467,000",0.0%,953,3,68,프랑스,프랑스,(주)영화사 안다미로
309,리오의 사나이,,"950,000",0.0%,950,1,24,프랑스,"프랑스,이탈리아",
310,레베카,,"10,062,900",0.0%,941,8,96,미국,미국,
310,러브: 무삭제판,,"10,539,400",0.0%,941,15,104,프랑스,프랑스,판씨네마(주)
312,나의 길을 가련다,,"940,000",0.0%,940,1,24,미국,미국,
313,고스트버스터즈 라이즈,2021-12-01,"4,703,000",0.0%,939,2,5,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
314,300: 전사의 귀환,2021-03-22,"4,660,000",0.0%,932,1,11,미국,미국,(주)영화사 안다미로
315,홀리 모터스,2013-04-04,"9,975,800",0.0%,917,9,103,프랑스,"프랑스,독일","(주)영화사 안다미로,오드"
315,기적,2021-09-15,"5,124,600",0.0%,917,10,89,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
317,뱅드림! 필름 라이브 세컨드 스테이지,2021-11-18,"8,880,240",0.0%,912,6,83,일본,일본,(주)애니플러스
318,아부쟁이,2022-06-16,"8,617,000",0.0%,896,41,144,한국,한국,시네마 뉴원
319,1984 최동원,2021-11-11,"4,478,000",0.0%,894,1,8,한국,한국,(주)트리플픽쳐스
320,만춘,,"9,438,200",0.0%,893,15,152,일본,일본,(주)엣나인필름
321,바이러스 Z: 백신 대참사,2021-03-29,"4,425,000",0.0%,885,1,10,미국,미국,(주)영화사 안다미로
322,셰넌도어,,"884,000",0.0%,884,1,24,미국,미국,
323,포 언투 어스,2022-01-09,"7,920,000",0.0%,880,1,6,한국,한국,(사)그라시아스합창단
324,더 마더,2022-02-10,"8,817,300",0.0%,877,32,266,스페인,스페인,(주)스튜디오디에이치엘
325,그림자꽃,2021-10-27,"5,398,000",0.0%,871,7,45,한국,한국,(주)엣나인필름
326,아망떼,2022-03-17,"7,418,200",0.0%,870,21,275,프랑스,프랑스,(주)블루라벨픽쳐스
326,밀양,2007-05-23,"9,242,300",0.0%,870,13,106,한국,한국,(주)시네마서비스
328,해피 아워,2021-12-09,"12,395,800",0.0%,847,5,82,일본,일본,(주)트리플픽쳐스
329,가을이야기,,"7,167,500",0.0%,836,3,62,프랑스,프랑스,(주)영화사 안다미로
330,비류,,"826,000",0.0%,826,1,18,미국,미국,
331,끝없음에 관하여,2021-12-16,"7,004,600",0.0%,815,12,196,기타,기타,찬란
332,펀치 드렁크 러브,2003-05-08,"6,759,000",0.0%,793,4,94,미국,미국,콜럼비아트라이스타
333,노 맨스 랜드,2021-03-22,"3,900,000",0.0%,780,1,9,미국,미국,(주)영화사 안다미로
334,허셀프,2022-05-12,"6,556,600",0.0%,777,23,223,영국,영국,(주)드림팩트엔터테인먼트
335,워헌트,2022-07-07,"6,840,000",0.0%,760,50,76,미국,미국,(주)누리픽쳐스
336,팔마,2022-04-21,"6,494,400",0.0%,758,15,148,러시아,러시아,(주)라이크콘텐츠
337,안녕하세요,,"7,801,200",0.0%,755,15,153,일본,일본,(주)엣나인필름
338,군다,2022-07-14,"6,688,000",0.0%,741,21,184,미국,미국,(주)영화사 진진
339,릴리 슈슈의 모든 것,2005-06-23,"7,011,000",0.0%,736,3,37,일본,일본,"(주)미디어캐슬,(주)튜브엔터테인먼트"
339,아이 스틸 빌리브,2022-01-19,"6,884,200",0.0%,736,33,259,미국,미국,(주)이놀미디어
341,스피드 : 레이스 1,2022-01-20,"6,556,900",0.0%,728,16,99,대만,대만,(주)영화사오원
342,세라비: 다섯 번의 기적,2022-02-23,"6,395,800",0.0%,726,25,199,프랑스,프랑스,(주)트리플픽쳐스
343,헝거,2022-04-21,"5,619,060",0.0%,722,20,214,한국,한국,"(주)디오시네마,(주)태양미디어그룹"
344,돌아오지 않는 강,1971-04-27,"1,618,000",0.0%,700,1,22,미국,미국,
345,지지,,"696,000",0.0%,696,1,18,미국,미국,
346,초록밤,2022-07-28,"6,525,300",0.0%,693,2,6,한국,한국,㈜인디스토리
346,"괴물, 유령, 자유인",2022-06-02,"6,505,800",0.0%,693,13,127,한국,한국,(주)스튜디오 보난자
348,겨울 이야기,,"6,017,000",0.0%,687,3,56,프랑스,프랑스,(주)영화사 안다미로
349,노회찬6411,2021-10-14,"5,022,000",0.0%,685,5,18,한국,한국,"(주)리틀빅픽쳐스,시네마6411"
350,온 세상이 하얗다,2022-02-10,"6,179,800",0.0%,683,18,231,한국,한국,(주)트리플픽쳐스
351,워 히어로: 솔져 오브 갓,2021-04-19,"3,285,000",0.0%,657,1,8,미국,미국,(주)영화사 안다미로
352,사일런스 앤드 다크니스,2021-05-24,"3,260,000",0.0%,652,1,7,미국,미국,(주)영화사 안다미로
353,캐슬 폴스: 머니 게임,2022-03-17,"5,782,600",0.0%,646,34,198,미국,미국,(주)디스테이션
354,오차즈케의 맛,,"6,468,100",0.0%,640,14,127,일본,일본,(주)엣나인필름
355,오! 문희,2020-09-02,"4,473,000",0.0%,639,2,4,한국,한국,CGV아트하우스
356,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,"5,809,000",0.0%,627,1,3,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
357,웨스트 사이드 스토리,1999-05-29,"5,472,100",0.0%,626,23,173,미국,미국,
358,"굿 럭 투 유, 리오 그랜드",,"6,528,000",0.0%,623,8,31,영국,영국,"㈜무비다이브,(주)퍼스트런"
359,노스맨,2022-08-31,"6,864,300",0.0%,596,9,16,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
360,영희,2022-05-01,"1,238,000",0.0%,594,4,59,한국,한국,주식회사 씨엠닉스
361,남태평양 목선작전,,"592,000",0.0%,592,1,18,미국,미국,
362,시크릿 카운터,2022-02-17,"5,324,500",0.0%,591,25,222,일본,일본,(주)디오시네마
363,아담스 패밀리 2,2021-11-10,"2,934,000",0.0%,586,2,3,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
364,조국은 누구의 것이냐,,"1,338,000",0.0%,584,1,12,이탈리아,이탈리아,
365,시에라 마드레의 보물,,"1,251,000",0.0%,568,1,22,미국,미국,
366,FBI 데스트랩,2022-03-30,"2,484,000",0.0%,564,50,132,미국,미국,(유)조이앤시네마
366,아파치요새,1971-05-01,"1,179,500",0.0%,564,1,18,미국,미국,
368,옥스보우 인시던트,,"1,665,000",0.0%,560,1,16,미국,미국,
369,회전목마,,"1,301,000",0.0%,558,1,12,미국,미국,
370,너에게 가는 길,2021-11-17,"4,484,000",0.0%,554,4,80,한국,한국,(주)엣나인필름
371,마지막 대전투: 전장의 영웅들,2022-03-23,"2,466,000",0.0%,546,50,114,미국,미국,(유)조이앤시네마
371,파일럿: 배틀 포 서바이벌,2022-04-13,"3,794,400",0.0%,546,33,168,러시아,러시아,(주)박수엔터테인먼트
373,데스위시 더 게임,2022-04-28,"2,453,000",0.0%,533,50,96,미국,미국,(유)조이앤시네마
374,학교 가는 길,2021-05-05,"3,572,000",0.0%,532,1,7,한국,한국,(주)영화사 진진
374,몬스터 아일랜드,2022-04-28,"2,452,000",0.0%,532,50,95,미국,미국,(유)조이앤시네마
376,올리버 트위스트,,"1,217,000",0.0%,526,1,12,영국,영국,
377,크리미널 트위스트,2022-06-07,"2,444,000",0.0%,524,50,92,영국,영국,(유)조이앤시네마
378,시카리오: 나이트 오브 이스케이프,2022-01-25,"3,662,000",0.0%,522,50,53,미국,미국,(주)이놀미디어
378,해피 데스나이트,2022-05-18,"2,442,000",0.0%,522,50,90,미국,미국,(유)조이앤시네마
380,인연을 긋다,2022-05-26,"3,183,000",0.0%,521,12,108,한국,한국,시네마 뉴원
381,퍼스트 카우,2021-11-04,"5,099,000",0.0%,512,6,74,미국,미국,(주)영화사 진진
382,코만도,2022-02-22,"3,570,000",0.0%,510,50,51,미국,미국,(주)이놀미디어
383,두 여인,,"1,275,000",0.0%,503,1,15,이탈리아,"이탈리아,프랑스",
384,그날,2022-05-02,"3,500,000",0.0%,500,50,50,미국,미국,즐감
385,액션동자,2022-05-05,"4,629,000",0.0%,499,9,39,한국,한국,(주)드림팩트엔터테인먼트
386,님포매니악 감독판 볼륨1,,"5,476,500",0.0%,498,8,67,덴마크,덴마크,
